Absolute Elem-wise Error,Absolute CR Error,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
4.0,0.03999999,200,5,100,default,,40:60
5.0,0.049999982,200,5,100,default,,40:60
25.0,0.22999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
1.0,0.01000005,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
9.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
12.0,0.07999998,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
10.0,0.099999994,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.06999999,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
8.0,0.08000001,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.03999996,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
10.0,0.060000002,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
10.0,0.060000002,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
6.0,0.03999996,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
19.0,0.19,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.01000005,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.01000002,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
11.0,0.00999999,200,5,100,default,,40:60
7.0,0.01000005,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
8.0,0.04000002,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
10.0,0.02000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
10.0,0.02000001,200,5,100,default,,40:60
10.0,0.02000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
8.0,0.02000001,200,5,100,default,,40:60
8.0,0.02000001,200,5,100,default,,40:60
11.0,0.00999999,200,5,100,default,,40:60
10.0,0.02000001,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
6.0,0.060000032,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
5.0,0.049999982,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
7.0,0.06999996,200,5,100,default,,40:60
10.0,0.03999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
1.0,0.01000005,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
13.0,0.029999971,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
8.0,0.04000002,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
5.0,0.01000005,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
10.0,0.060000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
19.0,0.19000001,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
11.0,0.00999999,200,5,100,default,,40:60
9.0,0.049999982,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
10.0,0.04000002,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
1.0,0.01000005,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
9.0,0.089999974,200,5,100,default,,40:60
5.0,0.049999952,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
6.0,0.03999996,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
11.0,0.049999982,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
5.0,0.050000012,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
7.0,0.01000005,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
9.0,0.029999971,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
4.0,0.03999996,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
10.0,0.099999994,200,5,100,default,,40:60
10.0,0.01999998,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
4.0,0.02000004,200,5,100,default,,40:60
7.0,0.050000012,200,5,100,default,,40:60
5.0,0.049999982,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
4.0,0.04000002,200,5,100,default,,40:60
6.0,0.060000002,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
11.0,0.050000012,200,5,100,default,,40:60
5.0,0.049999982,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
10.0,0.03999999,200,5,100,default,,40:60
7.0,0.06999996,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
8.0,0.060000002,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
5.0,0.030000031,200,5,100,default,,40:60
3.0,0.029999971,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
1.0,0.01000002,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
3.0,0.030000031,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
5.0,0.029999971,200,5,100,default,,40:60
8.0,0.04000002,200,5,100,default,,40:60
6.0,0.04000002,200,5,100,default,,40:60
18.0,0.16,200,5,100,default,,40:60
7.0,0.01000005,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
5.0,0.049999982,200,5,100,default,,40:60
6.0,0.059999973,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
2.0,0.01999998,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
8.0,0.03999996,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
10.0,0.01999998,200,5,100,default,,40:60
10.0,0.02000004,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
8.0,0.02000001,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
3.0,0.030000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
8.0,0.04000002,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
0.0,0.0,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
8.0,0.04000002,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
7.0,0.01000005,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
10.0,0.01999998,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
3.0,0.01000005,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
7.0,0.030000031,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
10.0,0.0,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
10.0,0.02000001,200,5,100,default,,40:60
7.0,0.00999999,200,5,100,default,,40:60
12.0,0.03999999,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
7.0,0.01000002,200,5,100,default,,40:60
3.0,0.00999999,200,5,100,default,,40:60
8.0,0.01999998,200,5,100,default,,40:60
8.0,0.03999999,200,5,100,default,,40:60
2.0,0.0,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
4.0,0.0,200,5,100,default,,40:60
10.0,0.01999998,200,5,100,default,,40:60
9.0,0.029999971,200,5,100,default,,40:60
9.0,0.00999999,200,5,100,default,,40:60
6.0,0.01999998,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
4.0,0.02000001,200,5,100,default,,40:60
4.0,0.01999998,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
7.0,0.01000002,200,5,100,default,,40:60
6.0,0.02000001,200,5,100,default,,40:60
5.0,0.030000001,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
9.0,0.029999971,200,5,100,default,,40:60
7.0,0.030000001,200,5,100,default,,40:60
7.0,0.029999971,200,5,100,default,,40:60
2.0,0.02000004,200,5,100,default,,40:60
5.0,0.01000005,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
6.0,0.02000004,200,5,100,default,,40:60
8.0,0.0,200,5,100,default,,40:60
9.0,0.030000001,200,5,100,default,,40:60
1.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
6.0,0.03999999,200,5,100,default,,40:60
5.0,0.00999999,200,5,100,default,,40:60
2.0,0.02000001,200,5,100,default,,40:60
6.0,0.0,200,5,100,default,,40:60
6.0,0.059999973,200,5,100,default,,40:60
3.0,0.01000002,200,5,100,default,,40:60
5.0,0.01000002,200,5,100,default,,40:60
4.0,0.03999999,200,5,100,default,,40:60
