Absolute Elem-wise Error,Absolute CR Error,n_BM,n_ABS,n_GU,Collect Strategy,Method,Explore:Serve
13.0,0.034999996,200,5,200,default,,40:60
14.0,0.01999998,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
5.0,0.005000025,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
10.0,0.01000002,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
21.0,0.054999977,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
13.0,0.035000026,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
10.0,0.01999998,200,5,200,default,,40:60
12.0,0.02000001,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
9.0,0.025000036,200,5,200,default,,40:60
13.0,0.034999996,200,5,200,default,,40:60
11.0,0.025000006,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
11.0,0.025000036,200,5,200,default,,40:60
14.0,0.01999998,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
11.0,0.0150000155,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
13.0,0.024999976,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
10.0,0.01000002,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
7.0,0.005000025,200,5,200,default,,40:60
4.0,0.01000005,200,5,200,default,,40:60
4.0,0.02000004,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
7.0,0.005000025,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
12.0,0.01000002,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
24.0,0.110000014,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
7.0,0.005000025,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
12.0,0.01000002,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
16.0,0.029999971,200,5,200,default,,40:60
9.0,0.0150000155,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
11.0,0.0150000155,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
12.0,0.01000002,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
13.0,0.014999986,200,5,200,default,,40:60
8.0,0.02000001,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
12.0,0.02000001,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
14.0,0.02000001,200,5,200,default,,40:60
15.0,0.034999996,200,5,200,default,,40:60
15.0,0.0150000155,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
14.0,0.02000001,200,5,200,default,,40:60
14.0,0.01999998,200,5,200,default,,40:60
13.0,0.0150000155,200,5,200,default,,40:60
12.0,0.01999998,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
10.0,0.02000001,200,5,200,default,,40:60
11.0,0.005000025,200,5,200,default,,40:60
11.0,0.034999967,200,5,200,default,,40:60
40.0,0.18,200,5,200,default,,40:60
2.0,0.0,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
9.0,0.005000025,200,5,200,default,,40:60
13.0,0.015000045,200,5,200,default,,40:60
10.0,0.01999998,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
6.0,0.01999998,200,5,200,default,,40:60
11.0,0.005000025,200,5,200,default,,40:60
14.0,0.00999999,200,5,200,default,,40:60
12.0,0.01999998,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
7.0,0.005000025,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
6.0,0.01000005,200,5,200,default,,40:60
4.0,0.01999998,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
9.0,0.024999976,200,5,200,default,,40:60
4.0,0.00999999,200,5,200,default,,40:60
4.0,0.00999999,200,5,200,default,,40:60
4.0,0.0,200,5,200,default,,40:60
15.0,0.014999986,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
4.0,0.02000001,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
6.0,0.01999998,200,5,200,default,,40:60
8.0,0.01000002,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
13.0,0.005000025,200,5,200,default,,40:60
13.0,0.004999995,200,5,200,default,,40:60
11.0,0.005000055,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
4.0,0.0,200,5,200,default,,40:60
14.0,0.0,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
9.0,0.024999976,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
8.0,0.02000004,200,5,200,default,,40:60
11.0,0.035000026,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
4.0,0.0,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
7.0,0.024999976,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
5.0,0.014999986,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
11.0,0.024999976,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
5.0,0.014999986,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
9.0,0.034999967,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
8.0,0.01000005,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
8.0,0.01000005,200,5,200,default,,40:60
6.0,0.01999998,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
3.0,0.014999986,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
3.0,0.004999995,200,5,200,default,,40:60
4.0,0.01000005,200,5,200,default,,40:60
3.0,0.004999995,200,5,200,default,,40:60
5.0,0.014999986,200,5,200,default,,40:60
12.0,0.029999971,200,5,200,default,,40:60
11.0,0.034999996,200,5,200,default,,40:60
15.0,0.034999996,200,5,200,default,,40:60
14.0,0.01999998,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
15.0,0.034999996,200,5,200,default,,40:60
10.0,0.030000001,200,5,200,default,,40:60
10.0,0.03999999,200,5,200,default,,40:60
16.0,0.00999999,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
11.0,0.005000025,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
10.0,0.03999999,200,5,200,default,,40:60
12.0,0.03999999,200,5,200,default,,40:60
8.0,0.02000001,200,5,200,default,,40:60
11.0,0.0150000155,200,5,200,default,,40:60
15.0,0.034999996,200,5,200,default,,40:60
9.0,0.005000025,200,5,200,default,,40:60
10.0,0.030000001,200,5,200,default,,40:60
8.0,0.02000001,200,5,200,default,,40:60
11.0,0.0150000155,200,5,200,default,,40:60
17.0,0.004999995,200,5,200,default,,40:60
17.0,0.0150000155,200,5,200,default,,40:60
18.0,0.050000012,200,5,200,default,,40:60
15.0,0.025000006,200,5,200,default,,40:60
15.0,0.014999986,200,5,200,default,,40:60
17.0,0.034999996,200,5,200,default,,40:60
14.0,0.049999982,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
6.0,0.02000001,200,5,200,default,,40:60
16.0,0.02000001,200,5,200,default,,40:60
15.0,0.034999996,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
10.0,0.01000002,200,5,200,default,,40:60
13.0,0.025000006,200,5,200,default,,40:60
16.0,0.030000001,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
23.0,0.045000017,200,5,200,default,,40:60
10.0,0.030000001,200,5,200,default,,40:60
8.0,0.04000002,200,5,200,default,,40:60
8.0,0.030000001,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
6.0,0.01000002,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
9.0,0.034999996,200,5,200,default,,40:60
5.0,0.0150000155,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
11.0,0.034999996,200,5,200,default,,40:60
7.0,0.005000025,200,5,200,default,,40:60
11.0,0.034999996,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
14.0,0.0,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
7.0,0.0150000155,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
13.0,0.004999995,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
14.0,0.02000001,200,5,200,default,,40:60
14.0,0.01999998,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
13.0,0.004999995,200,5,200,default,,40:60
14.0,0.0,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
17.0,0.055000007,200,5,200,default,,40:60
7.0,0.0150000155,200,5,200,default,,40:60
12.0,0.02000001,200,5,200,default,,40:60
11.0,0.0150000155,200,5,200,default,,40:60
12.0,0.01999998,200,5,200,default,,40:60
13.0,0.014999986,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
14.0,0.030000001,200,5,200,default,,40:60
8.0,0.01000002,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
6.0,0.030000031,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
10.0,0.030000031,200,5,200,default,,40:60
4.0,0.02000004,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
9.0,0.024999976,200,5,200,default,,40:60
12.0,0.01999998,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
5.0,0.014999986,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
3.0,0.004999995,200,5,200,default,,40:60
5.0,0.015000045,200,5,200,default,,40:60
5.0,0.025000036,200,5,200,default,,40:60
7.0,0.015000045,200,5,200,default,,40:60
7.0,0.024999976,200,5,200,default,,40:60
3.0,0.014999986,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
15.0,0.004999995,200,5,200,default,,40:60
9.0,0.025000036,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
6.0,0.02000004,200,5,200,default,,40:60
5.0,0.025000036,200,5,200,default,,40:60
5.0,0.014999986,200,5,200,default,,40:60
8.0,0.01000005,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
9.0,0.025000036,200,5,200,default,,40:60
10.0,0.030000031,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
14.0,0.049999982,200,5,200,default,,40:60
15.0,0.07499999,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
33.0,0.10500002,200,5,200,default,,40:60
6.0,0.01000002,200,5,200,default,,40:60
12.0,0.01000002,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
13.0,0.0150000155,200,5,200,default,,40:60
15.0,0.005000025,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
8.0,0.01000002,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
10.0,0.01999998,200,5,200,default,,40:60
13.0,0.034999967,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
12.0,0.029999971,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
9.0,0.025000036,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
9.0,0.025000036,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
17.0,0.015000045,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
12.0,0.030000031,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
13.0,0.0150000155,200,5,200,default,,40:60
10.0,0.030000031,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
13.0,0.024999976,200,5,200,default,,40:60
13.0,0.035000026,200,5,200,default,,40:60
8.0,0.030000031,200,5,200,default,,40:60
8.0,0.029999971,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
10.0,0.03999996,200,5,200,default,,40:60
7.0,0.025000036,200,5,200,default,,40:60
53.0,0.22500002,200,5,200,default,,40:60
10.0,0.029999971,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
6.0,0.029999971,200,5,200,default,,40:60
6.0,0.01999998,200,5,200,default,,40:60
7.0,0.035000026,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
6.0,0.02000004,200,5,200,default,,40:60
5.0,0.014999986,200,5,200,default,,40:60
6.0,0.01999998,200,5,200,default,,40:60
5.0,0.024999976,200,5,200,default,,40:60
9.0,0.024999976,200,5,200,default,,40:60
10.0,0.04000002,200,5,200,default,,40:60
2.0,0.00999999,200,5,200,default,,40:60
2.0,0.00999999,200,5,200,default,,40:60
8.0,0.04000002,200,5,200,default,,40:60
7.0,0.015000045,200,5,200,default,,40:60
8.0,0.01000005,200,5,200,default,,40:60
8.0,0.04000002,200,5,200,default,,40:60
5.0,0.025000036,200,5,200,default,,40:60
14.0,0.04000002,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
6.0,0.030000031,200,5,200,default,,40:60
8.0,0.030000031,200,5,200,default,,40:60
6.0,0.030000031,200,5,200,default,,40:60
9.0,0.025000036,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
7.0,0.035000026,200,5,200,default,,40:60
4.0,0.0,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
15.0,0.024999976,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
4.0,0.02000004,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
9.0,0.015000045,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
15.0,0.004999995,200,5,200,default,,40:60
15.0,0.025000006,200,5,200,default,,40:60
16.0,0.03999999,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
13.0,0.024999976,200,5,200,default,,40:60
16.0,0.0,200,5,200,default,,40:60
10.0,0.030000001,200,5,200,default,,40:60
12.0,0.01999998,200,5,200,default,,40:60
4.0,0.01999998,200,5,200,default,,40:60
6.0,0.01999998,200,5,200,default,,40:60
5.0,0.014999986,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
6.0,0.02000001,200,5,200,default,,40:60
6.0,0.01000002,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
11.0,0.025000006,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
11.0,0.025000006,200,5,200,default,,40:60
8.0,0.01000002,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
14.0,0.03999999,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
10.0,0.01999998,200,5,200,default,,40:60
8.0,0.03999996,200,5,200,default,,40:60
8.0,0.029999971,200,5,200,default,,40:60
12.0,0.02000001,200,5,200,default,,40:60
14.0,0.00999999,200,5,200,default,,40:60
11.0,0.045000017,200,5,200,default,,40:60
11.0,0.035000026,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
12.0,0.01000005,200,5,200,default,,40:60
12.0,0.0,200,5,200,default,,40:60
8.0,0.02000004,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
14.0,0.029999971,200,5,200,default,,40:60
26.0,0.08000001,200,5,200,default,,40:60
9.0,0.0150000155,200,5,200,default,,40:60
8.0,0.029999971,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
3.0,0.004999995,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
9.0,0.005000025,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
5.0,0.0150000155,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
11.0,0.034999996,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
13.0,0.024999976,200,5,200,default,,40:60
15.0,0.034999967,200,5,200,default,,40:60
13.0,0.004999995,200,5,200,default,,40:60
13.0,0.004999995,200,5,200,default,,40:60
7.0,0.0150000155,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
13.0,0.004999995,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
12.0,0.030000001,200,5,200,default,,40:60
15.0,0.024999976,200,5,200,default,,40:60
14.0,0.049999982,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
12.0,0.03999999,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
10.0,0.01999998,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
5.0,0.005000025,200,5,200,default,,40:60
2.0,0.0,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
13.0,0.005000025,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
6.0,0.02000001,200,5,200,default,,40:60
32.0,0.13,200,5,200,default,,40:60
9.0,0.024999976,200,5,200,default,,40:60
13.0,0.025000036,200,5,200,default,,40:60
7.0,0.015000045,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
5.0,0.024999976,200,5,200,default,,40:60
7.0,0.0150000155,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
15.0,0.004999995,200,5,200,default,,40:60
10.0,0.01999998,200,5,200,default,,40:60
11.0,0.034999996,200,5,200,default,,40:60
12.0,0.01999998,200,5,200,default,,40:60
13.0,0.014999986,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
10.0,0.049999982,200,5,200,default,,40:60
15.0,0.014999986,200,5,200,default,,40:60
14.0,0.0,200,5,200,default,,40:60
8.0,0.02000001,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
9.0,0.045000017,200,5,200,default,,40:60
16.0,0.050000012,200,5,200,default,,40:60
9.0,0.0150000155,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
13.0,0.014999986,200,5,200,default,,40:60
9.0,0.025000006,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
10.0,0.02000001,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
16.0,0.049999982,200,5,200,default,,40:60
11.0,0.005000025,200,5,200,default,,40:60
16.0,0.00999999,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
10.0,0.01000002,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
16.0,0.030000001,200,5,200,default,,40:60
13.0,0.034999996,200,5,200,default,,40:60
32.0,0.109999985,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
8.0,0.02000004,200,5,200,default,,40:60
10.0,0.01000005,200,5,200,default,,40:60
9.0,0.024999976,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
7.0,0.015000045,200,5,200,default,,40:60
12.0,0.01999998,200,5,200,default,,40:60
10.0,0.030000001,200,5,200,default,,40:60
4.0,0.00999999,200,5,200,default,,40:60
8.0,0.02000001,200,5,200,default,,40:60
3.0,0.004999995,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
6.0,0.00999999,200,5,200,default,,40:60
6.0,0.02000001,200,5,200,default,,40:60
3.0,0.014999986,200,5,200,default,,40:60
2.0,0.00999999,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
4.0,0.00999999,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
15.0,0.025000006,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
7.0,0.0150000155,200,5,200,default,,40:60
6.0,0.02000001,200,5,200,default,,40:60
7.0,0.0150000155,200,5,200,default,,40:60
7.0,0.005000025,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
10.0,0.02000001,200,5,200,default,,40:60
7.0,0.024999976,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
9.0,0.0150000155,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
8.0,0.0,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
9.0,0.005000025,200,5,200,default,,40:60
12.0,0.02000001,200,5,200,default,,40:60
12.0,0.04000002,200,5,200,default,,40:60
8.0,0.029999971,200,5,200,default,,40:60
14.0,0.060000002,200,5,200,default,,40:60
14.0,0.00999999,200,5,200,default,,40:60
15.0,0.035000026,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
9.0,0.025000036,200,5,200,default,,40:60
11.0,0.015000045,200,5,200,default,,40:60
15.0,0.005000055,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
9.0,0.015000045,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
11.0,0.025000036,200,5,200,default,,40:60
9.0,0.015000045,200,5,200,default,,40:60
18.0,0.050000012,200,5,200,default,,40:60
16.0,0.029999971,200,5,200,default,,40:60
10.0,0.029999971,200,5,200,default,,40:60
7.0,0.025000036,200,5,200,default,,40:60
7.0,0.005000055,200,5,200,default,,40:60
7.0,0.015000045,200,5,200,default,,40:60
8.0,0.04000002,200,5,200,default,,40:60
7.0,0.004999995,200,5,200,default,,40:60
13.0,0.015000045,200,5,200,default,,40:60
9.0,0.004999995,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
5.0,0.014999986,200,5,200,default,,40:60
7.0,0.025000036,200,5,200,default,,40:60
6.0,0.01999998,200,5,200,default,,40:60
11.0,0.035000026,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
3.0,0.004999995,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
18.0,0.0,200,5,200,default,,40:60
9.0,0.015000045,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
8.0,0.01999998,200,5,200,default,,40:60
20.0,0.060000002,200,5,200,default,,40:60
9.0,0.035000026,200,5,200,default,,40:60
5.0,0.004999995,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
3.0,0.014999986,200,5,200,default,,40:60
6.0,0.0,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
7.0,0.015000045,200,5,200,default,,40:60
6.0,0.030000031,200,5,200,default,,40:60
8.0,0.00999999,200,5,200,default,,40:60
7.0,0.014999986,200,5,200,default,,40:60
17.0,0.045000017,200,5,200,default,,40:60
17.0,0.0150000155,200,5,200,default,,40:60
11.0,0.034999967,200,5,200,default,,40:60
13.0,0.024999976,200,5,200,default,,40:60
16.0,0.0,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
15.0,0.005000025,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
9.0,0.014999986,200,5,200,default,,40:60
13.0,0.014999986,200,5,200,default,,40:60
20.0,0.049999982,200,5,200,default,,40:60
21.0,0.08499998,200,5,200,default,,40:60
18.0,0.02000001,200,5,200,default,,40:60
12.0,0.00999999,200,5,200,default,,40:60
11.0,0.014999986,200,5,200,default,,40:60
11.0,0.0150000155,200,5,200,default,,40:60
10.0,0.0,200,5,200,default,,40:60
10.0,0.02000001,200,5,200,default,,40:60
13.0,0.004999995,200,5,200,default,,40:60
10.0,0.00999999,200,5,200,default,,40:60
14.0,0.0,200,5,200,default,,40:60
11.0,0.004999995,200,5,200,default,,40:60
7.0,0.0150000155,200,5,200,default,,40:60
8.0,0.02000001,200,5,200,default,,40:60
6.0,0.01000002,200,5,200,default,,40:60
10.0,0.02000001,200,5,200,default,,40:60
16.0,0.050000012,200,5,200,default,,40:60
